account_id,region_id,value_score,value_group,churn_mode,proba_none,proba_large_withdrawal,proba_dd_stop,proba_dormant,predicted_mode
A014800,R03,8747.25,high,none,0.9244688,0.0007114638,0.031084051,0.043735646,none
A032177,R03,8724.52,high,none,0.86835444,0.014822487,0.01634262,0.100480385,none
A007590,R07,109038.44,high,none,0.9117508,0.04576689,0.024225332,0.01825701,none
A011925,R07,618.1,low,dormant,0.7834194,0.034435906,0.099313915,0.082830764,none
A038380,R06,5613.8,high,none,0.61590433,0.0009766708,0.061293263,0.32182577,none
A032548,R08,20336.56,high,none,0.9039796,0.032880794,0.042653546,0.02048608,none
A009000,R06,4285.01,low,none,0.8519429,0.077275455,0.05045934,0.020322356,none
A018117,R01,11059.75,high,dormant,0.7507077,0.02428971,0.047654215,0.1773484,none
A002267,R09,3065.4,low,none,0.93195677,0.012102661,0.031822205,0.024118342,none
A031766,R06,13699.94,high,none,0.8877752,0.07132103,0.025571747,0.015332058,none
A037131,R07,2772.86,low,none,0.9369973,0.01579577,0.0030745745,0.044132326,none
A026510,R07,11197.9,high,none,0.91341394,0.028583303,0.034879744,0.02312305,none
A036552,R04,27945.47,high,none,0.90707374,0.0044937716,0.052961227,0.03547129,none
A039692,R01,2322.15,low,none,0.91416633,0.016757742,0.017674638,0.0514013,none
A018336,R06,4039.07,low,none,0.8127828,0.007839389,0.058990538,0.12038725,none
A003419,R04,1739.43,low,none,0.9537087,0.0012678262,0.00812611,0.036897354,none
A025775,R04,8934.2,high,none,0.91542315,0.04893655,0.0068499083,0.028790435,none
A022886,R08,736.83,low,large_withdrawal,0.888799,0.0101030525,0.010748757,0.09034915,none
A000565,R05,5678.88,high,none,0.9128828,0.071846224,0.0035379382,0.011732987,none
A001942,R08,6363.85,high,none,0.9012435,0.026986388,0.052628636,0.019141477,none
A024495,R03,2312.36,low,large_withdrawal,0.9712215,0.008109938,0.0032640658,0.017404484,none
A008850,R02,2867.59,low,none,0.72501147,0.051413678,0.06997328,0.1536016,none
A015394,R06,3937.68,low,none,0.87263954,0.04168533,0.04266844,0.04300668,none
A010459,R09,670.16,low,none,0.7102662,0.14165862,0.10538505,0.042690195,none
A007613,R02,5444.72,high,none,0.875325,0.029843211,0.056379598,0.038452156,none
A027440,R05,1319.66,low,none,0.9630926,0.009546276,0.0039419383,0.023419151,none
A006620,R06,1691.2,low,none,0.71988493,0.03814088,0.017268598,0.22470564,none
A034632,R07,12220.78,high,none,0.92129576,0.003927609,0.027164634,0.04761199,none
A008054,R01,43148.09,high,none,0.964467,0.008976593,0.005366583,0.021189837,none
A021584,R02,1769.07,low,none,0.81331503,0.055573396,0.0895056,0.04160592,none
A033272,R06,2651.77,low,none,0.8903911,0.028811937,0.003528268,0.077268645,none
A029757,R08,21144.22,high,dormant,0.49342135,0.009970926,0.009417008,0.48719075,none
A025950,R03,13539.73,high,none,0.9421793,0.015777376,0.0112346,0.030808667,none
A000334,R06,11113.4,high,dormant,0.6404547,0.05488007,0.020095244,0.28456998,none
A029249,R05,2142.5,low,none,0.94543463,0.013272663,0.0068191364,0.034473564,none
A008249,R04,2339.95,low,large_withdrawal,0.89550126,0.0064569274,0.004784951,0.09325692,none
A000440,R04,9314.28,high,none,0.8803588,0.06377413,0.015726244,0.040140834,none
A010884,R06,6036.55,high,none,0.82353634,0.009184732,0.059849743,0.10742921,none
A028048,R01,20005.16,high,none,0.9132792,0.05345233,0.004631408,0.02863706,none
A016998,R05,3805.2,low,none,0.87257326,0.04930567,0.046379097,0.031741906,none
A016852,R00,1648.25,low,none,0.88546735,0.07232416,0.024511337,0.017697174,none
A019850,R08,3492.81,low,none,0.9334392,0.026632966,0.010783266,0.029144594,none
A038411,R01,3472.61,low,none,0.8533851,0.03380268,0.018148912,0.09466332,none
A024927,R03,3308.59,low,large_withdrawal,0.8134112,0.047928553,0.105489925,0.03317034,none
A012200,R01,470.54,low,none,0.8983737,0.015948804,0.010911614,0.0747658,none
A013839,R03,50455.55,high,none,0.92777914,0.0024619983,0.01365244,0.056106396,none
A034238,R00,18565.45,high,none,0.8818346,0.020471508,0.055262584,0.042431265,none
A015647,R00,2816.53,low,none,0.9547681,0.020296508,0.0052951947,0.01964015,none
A015439,R08,4961.65,low,none,0.89625585,0.008959849,0.07101019,0.023774102,none
A037537,R09,4038.06,low,none,0.91468596,0.049882304,0.013389562,0.022042206,none
A013307,R03,4665.43,low,none,0.87935996,0.023712533,0.035088383,0.06183911,none
A020305,R03,12671.44,high,none,0.89925253,0.015063546,0.005724239,0.07995966,none
A036599,R09,9619.91,high,none,0.8728542,0.029824981,0.02896517,0.068355635,none
A013233,R02,32770.53,high,none,0.90794116,0.037667725,0.017639432,0.036751702,none
A022753,R07,28089.48,high,none,0.848278,0.03489134,0.032463484,0.08436722,none
A001383,R00,890.22,low,none,0.88179934,0.031271685,0.063742995,0.023185994,none
A028867,R01,7043.99,high,none,0.78559214,0.06128142,0.07284625,0.0802802,none
A024868,R05,14144.69,high,none,0.7590957,0.10716186,0.06437046,0.06937194,none
A007826,R09,5063.61,high,none,0.9477836,0.02275034,0.010172225,0.019293891,none
A029688,R04,9134.95,high,dormant,0.7782809,0.04239022,0.07854804,0.1007809,none
A021007,R02,1104.69,low,none,0.8983903,0.009536657,0.018807588,0.07326546,none
A013521,R05,8840.14,high,none,0.9424906,0.03049294,0.0054333624,0.021583145,none
A015115,R08,7719.89,high,none,0.9305842,0.04495188,0.0067816395,0.017682286,none
A027187,R06,7459.32,high,none,0.9762882,0.008945503,0.0030441985,0.01172204,none
A034245,R09,5803.96,high,large_withdrawal,0.9286795,0.023498638,0.028844278,0.018977592,none
A026141,R09,18298.49,high,none,0.85690427,0.0079436535,0.024837762,0.11031426,none
A027354,R09,13811.13,high,none,0.9097772,0.07177815,0.002817963,0.01562672,none
A020029,R09,4100.52,low,none,0.9269138,0.014423854,0.035263456,0.023398878,none
A012379,R01,2315.57,low,none,0.94647276,0.00097457017,0.023478962,0.029073741,none
A035862,R03,1382.03,low,dormant,0.8648097,0.013566508,0.039416797,0.08220705,none
A024933,R03,3438.98,low,none,0.9643254,0.0072354726,0.011752331,0.016686736,none
A005809,R05,13143.88,high,none,0.8722921,0.014919174,0.03797931,0.0748094,none
A011199,R01,1743.29,low,none,0.8843646,0.061549064,0.022481829,0.031604465,none
A011355,R04,830.81,low,none,0.92523783,0.018559555,0.028467413,0.027735146,none
A014797,R07,8608.54,high,dormant,0.74562734,0.04206983,0.028255662,0.18404718,none
A026232,R05,79492.59,high,none,0.96676886,0.013884438,0.0032930474,0.016053693,none
A005401,R01,1304.01,low,none,0.9044375,0.005196814,0.02323737,0.067128316,none
A033926,R00,10242.47,high,none,0.86193275,0.08141007,0.040727276,0.015929934,none
A025009,R04,3331.25,low,dormant,0.7838833,0.06904899,0.0343906,0.11267707,none
A004329,R01,2672.34,low,none,0.91796136,0.03606347,0.018856425,0.027118716,none
A002201,R02,1828.04,low,none,0.9665064,0.01402287,0.0055936514,0.013877057,none
A030207,R03,2467.29,low,none,0.9388213,0.019857142,0.007186234,0.034135308,none
A014848,R02,15575.14,high,none,0.82884264,0.010537758,0.0070082685,0.15361129,none
A010641,R04,32594.85,high,none,0.9455546,0.0009726169,0.016602946,0.036869828,none
A022891,R02,608.01,low,none,0.76790273,0.05375549,0.029689685,0.1486521,none
A012881,R04,3444.56,low,none,0.9520575,0.0070702066,0.016479015,0.024393346,none
A001108,R08,3025.87,low,dormant,0.9154691,0.058935564,0.0059177116,0.019677652,none
A037689,R00,1355.32,low,none,0.89668,0.00947464,0.06678532,0.027060002,none
A030835,R01,4050.79,low,none,0.8539756,0.02812225,0.027012715,0.09088951,none
A008991,R03,2187.56,low,none,0.8523098,0.015929148,0.029945964,0.10181506,none
A028926,R07,1096.96,low,none,0.89460415,0.03865835,0.006199608,0.06053789,none
A021591,R08,6093.09,high,none,0.9423455,0.012479002,0.019330723,0.025844792,none
A032740,R08,2574.71,low,none,0.87399596,0.05368343,0.05294041,0.019380178,none
A000273,R02,9782.29,high,none,0.9052596,0.020025125,0.045678515,0.029036706,none
A018200,R04,8012.97,high,none,0.6800996,0.042181484,0.008400195,0.26931867,none
A029809,R03,14008.51,high,none,0.94732594,0.027587231,0.0037273674,0.021359421,none
A018608,R04,3107.63,low,none,0.948791,0.0011724248,0.018773306,0.03126321,none
A009146,R00,14422.3,high,none,0.93656796,0.027970927,0.012203237,0.023257868,none
A035416,R07,2394.37,low,none,0.92836624,0.048988868,0.0073027434,0.015342182,none
A014132,R03,2704.11,low,dormant,0.93089485,0.0011001468,0.03999692,0.028008139,none
A018677,R06,15412.45,high,none,0.6900478,0.04474483,0.0055128164,0.25969458,none
A001206,R05,6642.4,high,dormant,0.89850837,0.013436096,0.018575307,0.06948026,none
A039880,R05,8369.45,high,none,0.95759445,0.0012201495,0.017690148,0.023495283,none
A036919,R01,409.17,low,none,0.9196085,0.03141582,0.024422416,0.02455329,none
A006840,R08,3697.12,low,none,0.94531137,0.0062507605,0.02093207,0.027505798,none
A033231,R09,4084.67,low,none,0.8349503,0.013472554,0.041146595,0.110430576,none
A010105,R01,3530.59,low,none,0.9384107,0.015794618,0.027417107,0.018377535,none
A016824,R08,13474.23,high,dormant,0.8708436,0.062015124,0.0064842985,0.06065703,none
A004441,R08,2591.37,low,none,0.8118847,0.09916798,0.04937022,0.03957708,none
A007145,R07,13032.38,high,none,0.8195989,0.026121661,0.07555345,0.078726,none
A036480,R01,6275.47,high,none,0.8778679,0.08933663,0.012484349,0.020311104,none
A033776,R09,10219.15,high,none,0.8607898,0.043816015,0.04237819,0.053016044,none
A021022,R08,5338.87,high,large_withdrawal,0.9076316,0.004064862,0.056905724,0.031397793,none
A018667,R06,11904.53,high,dormant,0.88727945,0.040476397,0.009141439,0.06310272,none
A000654,R07,8808.54,high,none,0.9320898,0.0093559325,0.027992718,0.03056148,none
A010777,R02,10755.81,high,none,0.9447837,0.019955153,0.014365443,0.020895656,none
A035101,R08,9758.25,high,dormant,0.8008706,0.067842044,0.013165257,0.118122086,none
A021920,R05,20220.69,high,dd_stop,0.9090987,0.0585587,0.009613815,0.022728859,none
A010059,R03,10625.52,high,none,0.9302354,0.04608041,0.005049096,0.018635117,none
A016952,R03,2685.73,low,none,0.8250544,0.020377785,0.046482176,0.108085655,none
A039378,R07,1635.73,low,none,0.8786202,0.025912141,0.07045528,0.025012389,none
A036901,R05,4703.43,low,none,0.88625544,0.034049913,0.062393855,0.017300807,none
A010187,R09,1587.57,low,none,0.87027323,0.014793304,0.029879851,0.085053585,none
A017195,R02,24498.35,high,none,0.91139764,0.03595214,0.019994503,0.032655675,none
A024190,R03,829.74,low,none,0.9115164,0.03210067,0.03372131,0.022661638,none
A017416,R06,8781.98,high,none,0.8251776,0.009829589,0.07580318,0.08918958,none
A035557,R02,12232.75,high,none,0.92040884,0.040756963,0.016550792,0.02228344,none
A031039,R02,1755.26,low,none,0.9587157,0.007286905,0.005319492,0.028677953,none
A025697,R05,1566.15,low,none,0.95300347,0.013552894,0.0077205715,0.025723089,none
A007498,R01,4325.14,low,none,0.91070664,0.030953791,0.0036726594,0.054666907,none
A028250,R03,628.49,low,none,0.7093706,0.06305349,0.013503024,0.2140729,none
A026267,R06,4472.4,low,dd_stop,0.8713019,0.05706845,0.052331224,0.019298432,none
A028258,R06,4086.99,low,none,0.9362757,0.040254395,0.009413557,0.014056315,none
A034287,R02,2012.04,low,dd_stop,0.9095652,0.012073603,0.050170373,0.028190851,none
A020518,R09,786.55,low,none,0.9479732,0.019548843,0.013417489,0.019060438,none
A034261,R01,2637.27,low,dormant,0.7278228,0.10205831,0.06858951,0.101529375,none
A034244,R02,1783.27,low,none,0.9632096,0.015663588,0.0044396273,0.016687213,none
A013413,R04,3629.3,low,none,0.95365113,0.0009761829,0.018298795,0.027073868,none
A026007,R04,1994.04,low,none,0.8761994,0.031590216,0.04277404,0.04943629,none
A035619,R06,26864.35,high,none,0.87322384,0.025718685,0.009882304,0.0911752,none
A009273,R02,607.82,low,none,0.95236206,0.008669598,0.014294759,0.02467356,none
A001666,R00,11714.03,high,none,0.8586974,0.105655834,0.013476072,0.022170672,none
A022211,R05,12414.8,high,none,0.8643768,0.00868225,0.012722551,0.11421847,none
A010810,R04,1621.86,low,none,0.9446294,0.0072548497,0.024236338,0.0238795,none
A039707,R05,5580.88,high,none,0.8675233,0.06953363,0.046328288,0.01661471,none
A015387,R02,28683.14,high,none,0.8782631,0.0048442823,0.012212345,0.10468029,none
A009728,R05,8200.05,high,none,0.93410575,0.023684395,0.019116059,0.023093754,none
A035960,R07,1565.07,low,none,0.8868089,0.028809434,0.007884586,0.076497056,none
A016898,R00,9879.81,high,none,0.8708369,0.030321958,0.007336105,0.09150509,none
A026648,R08,5491.44,high,large_withdrawal,0.82892144,0.08870671,0.051407214,0.030964622,none
A037257,R07,24834.34,high,none,0.95022315,0.0036455747,0.019347169,0.026784074,none
A018954,R07,3999.23,low,none,0.9353497,0.0063226847,0.0032306819,0.055096917,none
A004685,R00,3300.23,low,none,0.79484475,0.075116985,0.10185664,0.02818164,none
A038597,R01,4167.01,low,none,0.9261464,0.0016912065,0.038940366,0.03322204,none
A032235,R07,3703.37,low,none,0.9684668,0.012286628,0.0030402287,0.016206305,none
A014155,R05,47462.08,high,none,0.9230132,0.031166947,0.011507122,0.034312755,none
A026540,R03,3307.83,low,none,0.93767065,0.020488858,0.007580121,0.03426035,none
A000006,R09,1491.3,low,dormant,0.9438037,0.008127834,0.02624381,0.021824598,none
A015835,R06,4986.41,high,none,0.9649345,0.009795441,0.0036647317,0.021605311,none
A022863,R09,904.24,low,none,0.84798604,0.008002763,0.01906214,0.124948986,none
A004191,R02,2780.14,low,none,0.9048527,0.013921253,0.034059826,0.047166213,none
A034086,R00,380.32,low,none,0.7607893,0.09820132,0.10460473,0.036404666,none
A019749,R03,2791.75,low,none,0.9072112,0.02329219,0.033425532,0.036071062,none
A003101,R07,13426.55,high,none,0.8894688,0.0073987297,0.021879114,0.0812533,none
A014732,R05,11294.87,high,none,0.937046,0.023123944,0.01161404,0.028216,none
A028224,R07,7838.81,high,none,0.80935025,0.13117127,0.032949843,0.026528625,none
A007635,R01,30709.78,high,none,0.50678813,0.017006299,0.020005627,0.4561999,none
A019708,R02,7470.44,high,dormant,0.8988886,0.0661436,0.014807903,0.020159952,none
A025075,R05,1324.69,low,dormant,0.68663406,0.027538726,0.013599792,0.27222744,none
A014965,R01,805.48,low,none,0.9227716,0.037195105,0.009085849,0.030947488,none
A039796,R07,216.81,low,none,0.87041444,0.007395464,0.036950514,0.08523957,none
A035746,R09,17921.9,high,none,0.91641206,0.01977748,0.041336894,0.022473563,none
A033474,R09,2019.62,low,none,0.87859553,0.031636428,0.05531856,0.034449436,none
A039726,R09,4921.5,low,none,0.8659736,0.00211416,0.010258428,0.12165385,none
A038371,R06,14887.14,high,none,0.8811327,0.014635749,0.06812813,0.036103453,none
A038194,R03,6963.45,high,dormant,0.33847275,0.018256195,0.017854234,0.6254168,dormant
A009504,R00,3740.66,low,large_withdrawal,0.87189084,0.051150996,0.048505347,0.028452799,none
A007673,R00,3056.14,low,large_withdrawal,0.9215818,0.020082466,0.003835929,0.054499753,none
A029415,R06,49110.68,high,none,0.98348075,0.004137993,0.001078968,0.011302249,none
A007268,R03,2539.55,low,none,0.9642277,0.00094932795,0.004960134,0.029862914,none
A001379,R09,5044.6,high,none,0.892183,0.010881173,0.06341722,0.033518583,none
A024004,R03,7253.34,high,none,0.8855193,0.010913206,0.076403104,0.027164381,none
A034638,R00,2756.08,low,none,0.95755523,0.0008871614,0.008483335,0.033074327,none
A027749,R02,8926.65,high,none,0.70859724,0.016858729,0.023643577,0.25090042,none
A001315,R08,12170.24,high,none,0.8869527,0.04025905,0.003938164,0.06885012,none
A003786,R09,2770.65,low,none,0.7977621,0.065998055,0.005449172,0.13079068,none
A035166,R02,2715.84,low,none,0.9321788,0.03593511,0.009951393,0.021934664,none
A022919,R04,3211.64,low,none,0.89435005,0.05385737,0.018531105,0.03326145,none
A030814,R03,2967.1,low,none,0.94139075,0.023614153,0.004626355,0.03036872,none
A037578,R01,178.29,low,dd_stop,0.6684961,0.011126676,0.056617353,0.26375994,none
A023771,R05,11253.15,high,none,0.90105134,0.013293899,0.008071696,0.077583,none
A010392,R00,2013.26,low,none,0.95999056,0.015036762,0.003533486,0.021439169,none
A035414,R05,1866.5,low,dormant,0.90617824,0.0106875915,0.007056879,0.07607728,none
A021581,R04,7596.14,high,none,0.8288063,0.022458011,0.12256167,0.026174044,none
A013876,R09,5794.59,high,none,0.9360719,0.014897396,0.027023252,0.022007478,none
A036661,R08,4915.25,low,none,0.8645607,0.040507063,0.059182998,0.035749216,none
A020492,R04,1953.08,low,none,0.8266281,0.088621795,0.053946298,0.030803813,none
A009618,R09,3972.2,low,none,0.8749891,0.028448146,0.063602634,0.0329601,none
A018563,R04,541.94,low,none,0.8778049,0.017269975,0.038549464,0.0663757,none
A014757,R06,993.55,low,dd_stop,0.89550745,0.048149493,0.026928537,0.029414492,none
A020720,R05,2995.8,low,none,0.8978625,0.08575293,0.003952841,0.012431792,none
A026487,R05,32364.36,high,none,0.8746936,0.009304296,0.045757163,0.0702449,none
A012249,R00,2036.73,low,none,0.8200821,0.087270565,0.052407704,0.040239614,none
A002367,R05,1838.02,low,none,0.90197974,0.022962268,0.047275208,0.027782843,none
A016903,R02,2594.58,low,large_withdrawal,0.81934893,0.046980236,0.03339467,0.10027618,none
A007762,R01,12599.27,high,none,0.87559843,0.002308544,0.017848738,0.10424424,none
A026252,R06,11721.2,high,dormant,0.8581102,0.018707551,0.029190056,0.0939922,none
A019650,R09,1897.73,low,none,0.94326454,0.011356434,0.01895664,0.026422447,none
A034379,R04,7924.41,high,none,0.96231294,0.016021373,0.0060933456,0.015572284,none
A012744,R02,5866.92,high,none,0.61567885,0.0008605206,0.0065591754,0.37690148,none
A004705,R02,6386.85,high,none,0.96127987,0.0045050113,0.012501646,0.021713419,none
A037393,R09,5610.34,high,none,0.6109453,0.0010491668,0.0075388304,0.38046676,none
A029761,R08,562.41,low,none,0.8951111,0.006251606,0.012277977,0.086359344,none
A036576,R06,4800.83,low,none,0.87104195,0.061605975,0.044701103,0.022651002,none
A026925,R07,8506.54,high,none,0.9443579,0.006060859,0.002505106,0.04707619,none
A002418,R01,1399.0,low,none,0.90019107,0.002440827,0.0044040577,0.09296399,none
A003364,R03,4810.43,low,dormant,0.8865411,0.067186974,0.018278634,0.027993234,none
A008113,R00,3307.57,low,none,0.8345621,0.016585726,0.10639216,0.042459972,none
A009037,R05,1019.41,low,none,0.9355213,0.013897315,0.025588237,0.024993198,none
A016215,R05,7498.53,high,dormant,0.7871862,0.12034977,0.070303336,0.022160662,none
A017343,R02,31865.79,high,none,0.89341825,0.005206233,0.018962102,0.08241337,none
A032046,R08,2475.68,low,dormant,0.6415332,0.012687217,0.06868061,0.27709898,none
A028540,R08,387.64,low,none,0.8874731,0.030549802,0.02193866,0.06003844,none
A031760,R04,19479.39,high,none,0.9021302,0.053049732,0.016334485,0.028485639,none
A030618,R04,3038.63,low,none,0.90953445,0.058017306,0.007586222,0.024862038,none
A032788,R03,22618.91,high,none,0.8487161,0.11030737,0.009145068,0.03183146,none
A006787,R05,722.1,low,none,0.8131199,0.08984833,0.065115504,0.031916305,none
A018820,R09,3411.14,low,none,0.9290457,0.00085929106,0.018187957,0.05190708,none
A031884,R05,5180.91,high,none,0.82810783,0.07741438,0.01385203,0.080625795,none
